source,title,app_id,developer,genre,content_rating,score,ratings,installs,price,url,app_type,web_accessible,web_url,login_required,login_methods,age_verification_required,age_verification_method,subscription_required_for_long_chat,all_features_available_without_subscription,subscription_features,subscription_cost,languages_supported
Google Play,​​Microsoft Copilot,com.microsoft.copilot,Microsoft Corporation,Productivity,Everyone,4.6398273,2251120,"50,000,000+",Free,https://play.google.com/store/apps/details?id=com.microsoft.copilot&hl=en&gl=us,general_purpose,True,https://copilot.microsoft.com/,True,"Email/Password, Google, Apple",False,,False,False,"Voice features, Image generation",$9.99-$199.99/month USD,EN
Google Play,Cupiee: Emotional AI Companion,com.cupiee,Oraichain Labs US,Lifestyle,Mature 17+,4.01,4456,"100,000+",Free,https://play.google.com/store/apps/details?id=com.cupiee&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,Premium features,$4.99-$74.99/month USD,EN
Google Play,Flast: Honest AI Companion,ai.flast.app,Codixus,Tools,Everyone,,,500+,Free,https://play.google.com/store/apps/details?id=ai.flast.app&hl=en&gl=us,companion,True,https://flast.ai,True,"Email/Password, Google, Apple",False,,False,False,"Voice features, Image generation, Enhanced memory",$13.99-$38.99/month USD,EN
Google Play,Athena AI Life AdvisorGPT,app.athenaai,Athena AI Ventures Inc,Lifestyle,Everyone 10+,4.108911,3598,"1,000,000+",Free,https://play.google.com/store/apps/details?id=app.athenaai&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",False,,False,False,Premium features,$1.49-$39.99/month USD,EN
Google Play,Speak English with Loora AI,com.loora.app,Loora AI,Education,Everyone,4.8964496,259260,"5,000,000+",Free,https://play.google.com/store/apps/details?id=com.loora.app&hl=en&gl=us,other,True,https://www.loora.com,True,"Email/Password, Google, Apple",False,,False,False,Premium features,$11.99-$119.99/month USD,EN
Google Play,Chatbox AI: Powerful AI Client,xyz.chatboxapp.chatbox,Mediocre Company,Tools,Teen,4.1,559,"100,000+",Free,https://play.google.com/store/apps/details?id=xyz.chatboxapp.chatbox&hl=en&gl=us,companion,True,https://chatboxai.app/,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
Google Play,Synthi AI: English with AI,com.dreamai.synthiai,DreamAI Technologies,Education,Everyone,,,"10,000+",Free,https://play.google.com/store/apps/details?id=com.dreamai.synthiai&hl=en&gl=us,other,False,,True,"Email/Password, Google, Apple",False,,False,False,Premium features,$10.00/month USD,EN
Google Play,Knowunity: AI Study & Homework,de.knowunity.app,Knowunity,Education,Everyone 10+,4.5742574,113127,"10,000,000+",Free,https://play.google.com/store/apps/details?id=de.knowunity.app&hl=en&gl=us,other,True,https://knowunity.de,True,"Email/Password, Google, Apple",False,,False,False,Premium features,$4.99-$71.99/month USD,EN
Google Play,Chatbot AI Assistant AI Chat,com.ironlab.chataiassistant,AI Labworks,Productivity,Everyone,3.7894738,1169,"10,000+",Free,https://play.google.com/store/apps/details?id=com.ironlab.chataiassistant&hl=en&gl=us,general_purpose,False,,True,"Email/Password, Google, Apple",False,,False,False,Enhanced memory,$1.99-$19.99/month USD,EN
Google Play,Zoom Workplace,us.zoom.videomeetings,zoom.com,Business,Everyone,4.108596,4552934,"1,000,000,000+",Free,https://play.google.com/store/apps/details?id=us.zoom.videomeetings&hl=en&gl=us,companion,True,http://zoom.us,True,"Email/Password, Google, Apple",False,,False,False,Voice features,$16.99-$159.99/month USD,EN
Google Play,Sybo.ai: AI Companion,com.elnova.syboai,LovedOnes,Lifestyle,Everyone,4.181818,223,"10,000+",Free,https://play.google.com/store/apps/details?id=com.elnova.syboai&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",False,,False,True,,,EN
Google Play,Buddy.ai: Kids Learning Games,ai.mybuddy.talkingflashcards_new,AI Buddy Inc.,Education,Everyone,4.6764708,636708,"50,000,000+",Free,https://play.google.com/store/apps/details?id=ai.mybuddy.talkingflashcards_new&hl=en&gl=us,other,False,,True,"Email/Password, Google, Apple",False,,False,False,"Voice features, Mature content, Enhanced memory",$3.99-$119.99/month USD,EN
Google Play,Oak AI - Chat AI on Wear OS,com.fsoydan.oakai,F. Soydan,Productivity,Everyone,3.142857,448,"50,000+",Free,https://play.google.com/store/apps/details?id=com.fsoydan.oakai&hl=en&gl=us,other,False,,True,"Email/Password, Google, Apple",False,,False,False,Voice features,$0.49-$31.99/month USD,EN
Google Play,ChatLLM: AI Assistant & Chat,com.abacusai.chatllm,"Abacus.AI, Inc.",Productivity,Everyone,4.77931,10804,"100,000+",Free,https://play.google.com/store/apps/details?id=com.abacusai.chatllm&hl=en&gl=us,general_purpose,True,https://abacus.ai,True,"Email/Password, Google, Apple",False,,False,False,"Voice features, Image generation, Enhanced memory",$6.99-$99.99/month USD,EN
Google Play,Gauth: AI Study Companion,com.education.android.h.intelligence,GauthTech Pte. Ltd.,Education,Everyone,4.776452,1809586,"100,000,000+",Free,https://play.google.com/store/apps/details?id=com.education.android.h.intelligence&hl=en&gl=us,other,True,https://www.gauthmath.com,True,"Email/Password, Google, Apple",False,,False,False,Voice features,$0.49-$369.99/month USD,EN
Google Play,Praktika – AI Language Tutor,ai.praktika.android,Praktika.ai Company,Education,Everyone,4.6665816,1143602,"10,000,000+",Free,https://play.google.com/store/apps/details?id=ai.praktika.android&hl=en&gl=us,other,False,,True,"Email/Password, Google, Apple",False,,False,False,Voice features,$1.99-$199.99/month USD,EN
Google Play,Voice & Face Cloning: Clony AI,com.voicecopy.app,AI Companion,Entertainment,Everyone,4.0699086,15865,"1,000,000+",Free,https://play.google.com/store/apps/details?id=com.voicecopy.app&hl=en&gl=us,companion,True,https://clony.app/,True,"Email/Password, Google, Apple",False,,False,False,Voice features,$0.99-$19.99/month USD,EN
Google Play,AI Chat Launcher: AI Assistant,com.chat.gpt.ai.assistant.chatbot.android,AtomApplications,Productivity,Everyone,4.2901235,1617,"100,000+",Free,https://play.google.com/store/apps/details?id=com.chat.gpt.ai.assistant.chatbot.android&hl=en&gl=us,general_purpose,False,,True,"Email/Password, Google, Apple",False,,False,True,,,EN
Google Play,AI ChatBot GPTalk AI Generator,com.facebook.videodownload.videodownloaderforfacebook,VIDEOSHOW Video Editor & Maker & AI Chat Generator,Tools,Teen,4.472803,297723,"10,000,000+",Free,https://play.google.com/store/apps/details?id=com.facebook.videodownload.videodownloaderforfacebook&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,Image generation,$0.99-$399.99/month USD,EN
Google Play,Elai - AI Life Companion,com.elailabs.elailabs,Elai Labs,Lifestyle,Everyone,,,10+,Free,https://play.google.com/store/apps/details?id=com.elailabs.elailabs&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",False,,False,False,Enhanced memory,$19.99-$39.99/month USD,EN
Google Play,Omni AI: ChatGPT AI Assistant,com.gpt.chat.assistant,Bridge Softwares,Productivity,Everyone,4.6893206,8379,"100,000+",Free,https://play.google.com/store/apps/details?id=com.gpt.chat.assistant&hl=en&gl=us,general_purpose,False,,True,"Email/Password, Google, Apple",False,,False,False,Enhanced memory,$2.99-$89.99/month USD,EN
Google Play,QuickTakes: AI Study Companion,com.edkey.quicktakes,Edkey Inc.,Education,Everyone,4.67,758,"100,000+",Free,https://play.google.com/store/apps/details?id=com.edkey.quicktakes&hl=en&gl=us,other,True,https://quicktakes.io,True,"Email/Password, Google, Apple",False,,False,False,"Voice features, Enhanced memory",$1.49-$150.00/month USD,EN
Google Play,Plusfinity AI - Study Better,com.infinitix.plusfinity,Plusfinity AI,Education,Everyone,4.6,6881,"100,000+",Free,https://play.google.com/store/apps/details?id=com.infinitix.plusfinity&hl=en&gl=us,other,False,,True,"Email/Password, Google, Apple",False,,False,False,Premium features,$8.99-$99.99/month USD,EN
Google Play,Nerd AI - Tutor & Math Helper,com.codeway.homework,Deep Flow Apps,Education,Everyone,4.587895,396972,"10,000,000+",Free,https://play.google.com/store/apps/details?id=com.codeway.homework&hl=en&gl=us,other,False,,True,"Email/Password, Google, Apple",False,,False,False,Premium features,$0.49-$59.99/month USD,EN
Google Play,AI Chat: Ask AI Chat Anything,com.chatbot.ai.aichat.openaibot.chat,iKame Applications - Begamob Global,Productivity,Teen,4.6502204,460857,"50,000,000+",Free,https://play.google.com/store/apps/details?id=com.chatbot.ai.aichat.openaibot.chat&hl=en&gl=us,companion,True,http://begamob.com,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,Voice features,$0.49-$59.99/month USD,EN
Google Play,"Digi - AI Romance, Reimagined",com.digiapp.ai,Digi AI,Entertainment,Mature 17+,2.635514,1162,"100,000+",Free,https://play.google.com/store/apps/details?id=com.digiapp.ai&hl=en&gl=us,companion,True,https://digi.ai,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,Voice features,$9.99/month USD,EN
Google Play,UP AI Growth Companion,io.upschool.upapp,UP SCHOOL,Lifestyle,Everyone,0,0,"1,000+",Free,https://play.google.com/store/apps/details?id=io.upschool.upapp&hl=en&gl=us,other,True,https://www.upschool.io/,True,"Email/Password, Google, Apple",False,,False,False,Premium features,$15.99-$159.99/month USD,EN
Google Play,Campus - AI Learning Companion,ai.szl.mobileapp,Sizzle AI,Education,Everyone,4.455446,22556,"1,000,000+",Free,https://play.google.com/store/apps/details?id=ai.szl.mobileapp&hl=en&gl=us,other,False,,True,"Email/Password, Google, Apple",False,,False,False,Voice features,$9.99-$69.99/month USD,EN
Google Play,Plaud: AI Note Taker,ai.plaud.android.plaud,PLAUD LLC,Tools,Everyone,4.8247423,8737,"500,000+",Free,https://play.google.com/store/apps/details?id=ai.plaud.android.plaud&hl=en&gl=us,other,True,https://www.plaud.ai/,True,"Email/Password, Google, Apple",False,,False,False,Voice features,$2.99-$239.99/month USD,EN
Google Play,Kimi,com.moonshot.kimichat,Moonshot AI,Tools,Teen,4.42953,20740,"1,000,000+",Free,https://play.google.com/store/apps/details?id=com.moonshot.kimichat&hl=en&gl=us,other,True,https://kimi.ai,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,"Voice features, Enhanced memory",$18.99-$372.00/month USD,EN
Google Play,Hailuo Al: Image&Video Maker,ai.hailuo.video,MiniMax AI,Photography,Everyone,4.1148458,69888,"10,000,000+",Free,https://play.google.com/store/apps/details?id=ai.hailuo.video&hl=en&gl=us,other,False,,True,"Email/Password, Google, Apple",False,,False,False,Premium features,$5.00-$767.99/month USD,EN
Google Play,Yana: More Than Just an AI,com.yanaapp,YANA APP S.A.P.I. de C.V.,Health & Fitness,Everyone,4.4252872,213809,"10,000,000+",Free,https://play.google.com/store/apps/details?id=com.yanaapp&hl=en&gl=us,other,True,https://www.yana.ai/,True,"Email/Password, Google, Apple",False,,True,False,"Unlimited messaging, Voice features",$14.99-$149.00/month USD,EN
Google Play,StayNow: AI Travel Companion,com.staynow.droid,Inn3 Labs,Travel & Local,Teen,4,28,"1,000+",Free,https://play.google.com/store/apps/details?id=com.staynow.droid&hl=en&gl=us,other,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
Google Play,English Ai - AI Learn English,com.hellotalk.helloenglish,HelloTalk Learn Languages App,Education,Everyone,0,0,"100,000+",Free,https://play.google.com/store/apps/details?id=com.hellotalk.helloenglish&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",False,,False,False,Voice features,$13.99-$149.99/month USD,EN
Google Play,Qwen Studio,ai.qwenlm.chat.android,Alibaba Cloud,Productivity,Everyone,4.1025643,10335,"5,000,000+",Free,https://play.google.com/store/apps/details?id=ai.qwenlm.chat.android&hl=en&gl=us,other,False,,True,"Email/Password, Google, Apple",False,,False,True,,,EN
Google Play,Alma - AI Companion & Friend,gg.existence.app,Existence AI,Lifestyle,Everyone,,,100+,Free,https://play.google.com/store/apps/details?id=gg.existence.app&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",False,,False,False,"Voice features, Image generation, Enhanced memory",$9.99-$79.99/month USD,EN
Google Play,Glowra: Your AI Companion,com.loving.aipartner,Glowra,Entertainment,Everyone,,,10+,Free,https://play.google.com/store/apps/details?id=com.loving.aipartner&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",False,,False,False,"Voice features, Enhanced memory",$6.99-$799.99/month USD,EN
Google Play,Ask A.I - Your Personal Helper,com.loqal.labs.ai.chat,Dibash Chhetri,Productivity,Everyone,4.4927535,3251,"100,000+",Free,https://play.google.com/store/apps/details?id=com.loqal.labs.ai.chat&hl=en&gl=us,general_purpose,False,,True,"Email/Password, Google, Apple",False,,False,False,Premium features,$1.99-$5.99/month USD,EN
Google Play,Homework AI - Math & Essay App,com.hubx.homework,HubX,Education,Everyone,4.5272727,54160,"1,000,000+",Free,https://play.google.com/store/apps/details?id=com.hubx.homework&hl=en&gl=us,other,False,,True,"Email/Password, Google, Apple",False,,False,False,Premium features,$4.99-$49.99/month USD,EN
Google Play,Meli AI: Your AI Agent,com.meli.app,Full Rank AI,Productivity,Everyone,4.452055,183,"10,000+",Free,https://play.google.com/store/apps/details?id=com.meli.app&hl=en&gl=us,other,False,,True,"Email/Password, Google, Apple",False,,False,False,"Voice features, Enhanced memory",$19.99/month USD,EN
Google Play,Talkaraa: AI Companion,com.talkaraa.app,Tanwarrior Labs,Social,Teen,,,10+,Free,https://play.google.com/store/apps/details?id=com.talkaraa.app&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),True,False,"Unlimited messaging, Enhanced memory",$7.99-$89.99/month USD,EN
Google Play,AI AVATAR-Your Companion,com.wallet.walkthedog,AI AVATAR,Lifestyle,Everyone,0,0,"100,000+",Free,https://play.google.com/store/apps/details?id=com.wallet.walkthedog&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",False,,False,False,Premium features,$0.99-$74.99/month USD,EN
Google Play,Learn AI & Chat GPT: Gen AI X,ai.artificial.intelligence.genai.generative,Online Institute of Learning & Growth,Education,Everyone,4.75,3602,"100,000+",Free,https://play.google.com/store/apps/details?id=ai.artificial.intelligence.genai.generative&hl=en&gl=us,other,False,,True,"Email/Password, Google, Apple",False,,False,False,Image generation,$0.99-$74.99/month USD,EN
Google Play,Saheli: Your AI Companion,in.powerfulapps.saheli,Powerful Applications,Entertainment,Everyone,,,"10,000+",Free,https://play.google.com/store/apps/details?id=in.powerfulapps.saheli&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",False,,False,False,Premium features,$0.49-$1.99/month USD,EN
Google Play,Chat AI Bot App Open Assistant,ai.chat.gpt.askai.character.bot.android.app,AI Chat Signature Social & Productivity Apps,Productivity,Everyone,4.2978725,3260,"100,000+",Free,https://play.google.com/store/apps/details?id=ai.chat.gpt.askai.character.bot.android.app&hl=en&gl=us,general_purpose,True,https://askorchat.ai/,True,"Email/Password, Google, Apple",False,,False,False,Premium features,$5.99-$19.99/month USD,EN
Google Play,Swerve AI Character Chat,com.nextalk.app,Stackwares,Lifestyle,Everyone,3.5346534,3942,"100,000+",Free,https://play.google.com/store/apps/details?id=com.nextalk.app&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",False,,False,False,"Voice features, Enhanced memory",$9.99-$189.99/month USD,EN
Google Play,Honey AI - Virtual companion,co.keeptop.honeyai,KeepTop,Tools,Everyone,4.287879,941,"100,000+",Free,https://play.google.com/store/apps/details?id=co.keeptop.honeyai&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",False,,False,False,Premium features,$2.99-$24.99/month USD,EN
Google Play,Aria – AI Chat&Speak Persona,com.epioneapp.aria,Epione Yazılım Tekn. LTD.,Entertainment,Everyone,3,127,"10,000+",Free,https://play.google.com/store/apps/details?id=com.epioneapp.aria&hl=en&gl=us,companion,True,https://ariapp.me,True,"Email/Password, Google, Apple",False,,False,False,Premium features,$9.99-$249.99/month USD,EN
Google Play,AI Helper,com.ztcx.ai,Alex Q,Productivity,Everyone,0,0,"1,000+",Free,https://play.google.com/store/apps/details?id=com.ztcx.ai&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",False,,False,False,Premium features,$1.99-$4.99/month USD,EN
Google Play,SoloMate: Your Real AI Friend,com.mysolomate,"Ecyber Solutions Group, Inc",Lifestyle,Everyone,0,0,"1,000+",Free,https://play.google.com/store/apps/details?id=com.mysolomate&hl=en&gl=us,companion,True,https://solomate.app,True,"Email/Password, Google, Apple",False,,False,False,"Voice features, Mature content, Enhanced memory",$4.49-$119.99/month USD,EN
Google Play,Gamma AI: AI Chatbot Assistant,com.chatgpt.vision,Harav Technologies LLP,Personalization,Everyone,4.62,18504,"500,000+",Free,https://play.google.com/store/apps/details?id=com.chatgpt.vision&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",False,,False,False,"Voice features, Enhanced memory",$0.49-$119.99/month USD,EN
Google Play,Ai Chat — HotBot,com.hotbotai,HotBot™,Productivity,Everyone,3.7246377,253,"100,000+",Free,https://play.google.com/store/apps/details?id=com.hotbotai&hl=en&gl=us,companion,True,https://www.hotbot.com/,True,"Email/Password, Google, Apple",False,,False,True,,,EN
Google Play,RoleCard.AI: AI Chat Companion,com.codewuz.roleai,AI CODE,Tools,Mature 17+,3.72,2633,"100,000+",Free,https://play.google.com/store/apps/details?id=com.codewuz.roleai&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,Enhanced memory,$1.99-$99.99/month USD,EN
Google Play,Lisa Chat: AI Bot Assistant,com.lisa.chatbot,Convert Software,Tools,Everyone,4.240741,5503,"500,000+",Free,https://play.google.com/store/apps/details?id=com.lisa.chatbot&hl=en&gl=us,general_purpose,False,,True,"Email/Password, Google, Apple",False,,False,False,Premium features,$5.99-$39.99/month USD,EN
Google Play,Ella | The Most Human AI,ai.talkians,AllxoneAI,Social,Everyone,3.25,151,"10,000+",Free,https://play.google.com/store/apps/details?id=ai.talkians&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",False,,False,False,Voice features,$0.49-$149.99/month USD,EN
Google Play,yandex ai: search & ai chat,com.yandex.yazeka,Direct Cursus Computer Systems Trading LLC,Tools,Everyone,3.7333333,8055,"1,000,000+",Free,https://play.google.com/store/apps/details?id=com.yandex.yazeka&hl=en&gl=us,mixed,True,http://www.yandex.com.tr,True,"Email/Password, Google, Apple",False,,False,True,,,EN
Google Play,AI GPT Keyboard,com.jb.gokeyboard.theme.twamericankeyboardhd,2025 Themes & Keyboards,Tools,Everyone,3.99,8819,"1,000,000+",Free,https://play.google.com/store/apps/details?id=com.jb.gokeyboard.theme.twamericankeyboardhd&hl=en&gl=us,other,False,,True,"Email/Password, Google, Apple",False,,False,False,Premium features,$1.99-$4.99/month USD,EN
Google Play,Metalk AI: Talk to AI,com.talkme.vivian,Practice Excel365,Entertainment,Mature 17+,4.033708,141,"10,000+",Free,https://play.google.com/store/apps/details?id=com.talkme.vivian&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,Premium features,$6.99-$79.99/month USD,EN
Google Play,Ruby-AI Mate Now,com.rubyai.mate.now.live,Jay C,Entertainment,Mature 17+,4.2038836,1102,"100,000+",Free,https://play.google.com/store/apps/details?id=com.rubyai.mate.now.live&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
Google Play,Seem: AI Video Companion,com.seemai.seem,Vivid World,Entertainment,Teen,,,100+,Free,https://play.google.com/store/apps/details?id=com.seemai.seem&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,"Voice features, Enhanced memory",$1.99-$399.99/month USD,EN
Google Play,Chatti: Personal AI Friend,com.devhouse.chatti_ai,Dev House Slr,Entertainment,Everyone,,,100+,Free,https://play.google.com/store/apps/details?id=com.devhouse.chatti_ai&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",False,,False,False,"Voice features, Enhanced memory",$1.99-$89.99/month USD,EN
Google Play,Zoe: Your AI Companion,com.shortcutgamez.zoeyouraicompanion,Adrian Martinez_,Health & Fitness,Everyone,0,0,"1,000+",Free,https://play.google.com/store/apps/details?id=com.shortcutgamez.zoeyouraicompanion&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",False,,False,True,,,EN
Google Play,MJ - Smarter AI Chatbot,com.marcusxtechnologies.mj,marcusxtechnologies,Tools,Everyone,3.4,91,"10,000+",Free,https://play.google.com/store/apps/details?id=com.marcusxtechnologies.mj&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",False,,False,False,"Voice features, Image generation, Enhanced memory",$0.99-$19.99/month USD,EN
Google Play,Tremble: Talk to AI Characters,com.ai.social.tremble,MATHS GURU - PLATFORM,Entertainment,Teen,4.07767,273,"10,000+",Free,https://play.google.com/store/apps/details?id=com.ai.social.tremble&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,"Voice features, Enhanced memory",$4.99-$69.99/month USD,EN
Google Play,Amora - AI Companion,com.amora.companion,Tatenda Muzenda,Social,Everyone,,,500+,Free,https://play.google.com/store/apps/details?id=com.amora.companion&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",False,,True,False,"Unlimited messaging, Enhanced memory",$9.99/month USD,EN
Google Play,Posterum AI,com.posterum.personaai,Posterum Software LLC,Lifestyle,Everyone,0,0,"100,000+",Free,https://play.google.com/store/apps/details?id=com.posterum.personaai&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",False,,False,True,,,EN
Google Play,DeepAsk - AI Assistant Pro,com.swift.chatbot.ai.assistant,Easy AI Group,Productivity,Everyone,4.745283,9711,"500,000+",Free,https://play.google.com/store/apps/details?id=com.swift.chatbot.ai.assistant&hl=en&gl=us,general_purpose,False,,True,"Email/Password, Google, Apple",False,,False,False,Image generation,$0.99-$48.99/month USD,EN
Google Play,Soul - Your AI Friend,com.interact.soul,Interact Group,Social,Everyone,0,0,"1,000,000+",Free,https://play.google.com/store/apps/details?id=com.interact.soul&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",False,,False,True,,,EN
Google Play,QuicK AI Writer - AI ChatBot,com.smart.chat.yi.aichatyi,Xinxin Tools,Productivity,Everyone,4.47,15831,"1,000,000+",Free,https://play.google.com/store/apps/details?id=com.smart.chat.yi.aichatyi&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",False,,False,False,Premium features,$7.99-$89.99/month USD,EN
Google Play,Deep Search - AI Chatbot,com.jetkite.deepsearch,Jetkite,Productivity,Everyone,4.35,1716,"50,000+",Free,https://play.google.com/store/apps/details?id=com.jetkite.deepsearch&hl=en&gl=us,general_purpose,False,,True,"Email/Password, Google, Apple",False,,False,False,Faster responses,$9.99-$27.99/month USD,EN
Google Play,Aeona: AI Roleplay & Companion,com.artifexstudios.aeonaapp,Solo Development Studios,Communication,Adults only 18+,,,100+,Free,https://play.google.com/store/apps/details?id=com.artifexstudios.aeonaapp&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,"Voice features, Mature content, Enhanced memory",$9.99-$19.99/month USD,EN
Google Play,Luna AI – Companion & Roleplay,com.twainlabs.ai.luna,Twain Labs Android,Entertainment,Everyone,,,100+,Free,https://play.google.com/store/apps/details?id=com.twainlabs.ai.luna&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",False,,False,False,"Voice features, Enhanced memory",$9.99/month USD,EN
Google Play,Chattee Chat - AI Companion,com.docare.chattee,IMAGIME INTERACTIVE LIMITED,Entertainment,Mature 17+,3.02,269,"100,000+",Free,https://play.google.com/store/apps/details?id=com.docare.chattee&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),True,False,"Unlimited messaging, Voice features",$1.99-$199.99/month USD,EN
Google Play,Candy AI Companion,com.candy.ai.companion,FINDSLOTZ (PRIVATE) LIMITED,Entertainment,Everyone,0,0,500+,Free,https://play.google.com/store/apps/details?id=com.candy.ai.companion&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",False,,False,True,,,EN
Google Play,SoulPartner: AI Friend VAKU,com.vaku.chat.aifriend,Daily Inspiration App,Lifestyle,Mature 17+,3.6744187,427,"50,000+",Free,https://play.google.com/store/apps/details?id=com.vaku.chat.aifriend&hl=en&gl=us,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,False,Voice features,$4.49-$64.99/month USD,EN
App Store,PolyBuzz: Chat with Characters,ai.socialapps.speakmaster,CLOUD WHALE INTERACTIVE TECHNOLOGY LLC.,Entertainment,17+,4.42823,393989,,Free,https://apps.apple.com/us/app/polybuzz-chat-with-characters/id6449190344?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,"AR, CA, CS, DA, NL, EN, FI, FR, DE, HU, ID, IT, JA, KO, MS, FA, PL, PT, RO, RU, ZH, SK, ES, TH, ZH, TR, VI"
App Store,FriendX - Virtual AI Boyfriend,app.aiboy,Tequilab LP,Entertainment,17+,4.71133,724,,Free,https://apps.apple.com/us/app/friendx-virtual-ai-boyfriend/id6741568820?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,"EN, FR, DE, PT, ES"
App Store,Talkie Lab - AI Playground,com.tara.ai,SUBSUP PTE. LTD.,Entertainment,17+,4.74786,41382,,Free,https://apps.apple.com/us/app/talkie-lab-ai-playground/id6740326134?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,"AR, EN, FI, FR, DE, ID, IT, JA, KO, PT, RU, ZH, ES, TL, ZH, TR, VI"
App Store,SoulTalk: AI Friends Chat,cc.aifriends.soultalk,SINGULARITY MUTUAL ENTERTAINMENT CULTURE MEDIA LIMITED,Social Networking,17+,4.52559,25265,,Free,https://apps.apple.com/us/app/soultalk-ai-friends-chat/id6504914846?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,"EN, PT, ES"
App Store,AI Boyfriend Chat: iBoy,com.apperry.aibf,LABANE CORP. LTD,Entertainment,17+,4.49969,4809,,Free,https://apps.apple.com/us/app/ai-boyfriend-chat-iboy/id1565524138?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
App Store,"Character AI: Chat, Talk, Text",ai.character.app,Character.AI,Entertainment,17+,4.42985,517535,,Free,https://apps.apple.com/us/app/character-ai-chat-talk-text/id1671705818?uo=4,companion,True,https://character.ai/,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,"BG, HR, CS, NL, EN, FI, FR, DE, EL, HI, HU, ID, IT, JA, KO, LT, PL, PT, RO, RU, ZH, ES, SV, TH, ZH, TR, UK, VI"
App Store,AI Boyfriend: Roleplay Chat,com.wizarddynamics.aiboyfriend,Manuel Worlitzer,Entertainment,17+,3.96875,32,,Free,https://apps.apple.com/us/app/ai-boyfriend-roleplay-chat/id6756181306?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
App Store,Virtual AI Boyfriend: SpicyBF,com.onyxtech.spicybf,Onyx Tech Inc,Entertainment,17+,4.72,25,,Free,https://apps.apple.com/us/app/virtual-ai-boyfriend-spicybf/id6756841206?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
App Store,Ai Boyfriend Chat,com.aivirtualboyfriend.aivirtualboyfriend,Alexis Tuil,Entertainment,17+,4.33965,739,,Free,https://apps.apple.com/us/app/ai-boyfriend-chat/id6467125779?uo=4,companion,False,,True,"Email/Password, Google, Apple",True,Self-declaration (age confirmation),False,True,,,EN
